Title,Languages,Score
Desire,"English, French",6.4
Bella Donnas,Dutch,5.9
The Lost Treasure of Aquila,Swedish,5
Die göttliche Ordnung,"Swiss German, German, English, Italian",7.1
Littlest Pet Shop: A World of Our Own,English,6.6
Al Hayba,Arabic,7.5
Inside The Freemasons,English,5.5
​Mayurakshi,Bengali,7.1
Three Wives One Husband,English,6.5
Jet Set,French,4
Cabins in the Wild with Dick Strawbridge,English,6.8
Samantaral,Bengali,7.6
​Maj Rati ​​Keteki,Assamese,7.1
Eeda,Malayalam,7.2
​Goli Soda 2,Tamil,7.3
Jugaad,"Hindi, Punjabi, English",5.1
The Land of Steady Habits,English,6.2
The Angel,"English, Hebrew, Arabic, Italian",6.6
Car Masters: Rust to Riches,,8.8
Norm Macdonald Has a Show,,8.7
The Dragon Prince,English,8.4
Boca Juniors Confidential,Spanish,6.4
Bleach,Japanese,6.4
The Rise of Phoenixes,Mandarin,8.7
Still,Thai,4.4
Bangkok Hell,Thai,5.5
Reversing Roe,English,7.4
On My Skin,Italian,7.3
Jane,English,7.8
Daniel Sloss: Live Shows,,8.6
The Resistance Banker,Dutch,6.9
"My Teacher, My Obsession",English,4.4
Valentines Again,English,5.8
A Prayer Before Dawn,"English, Thai",6.9
City of Joy,"English, French, Swahili",7.5
Next Gen,"English, Mandarin",6.6
Sierra Burgess Is A Loser,English,5.8
First and Last,,6.8
Closest Love to Heaven,Japanese,6.6
The Most Assassinated Woman in the World,French,5.3
Laddaland,Thai,6.3
Only the Brave,English,7.6
Hurok,Hungarian,6.6
One Day,Thai,7.7
Suckseed,Thai,7.5
Phobia 2,Thai,6.7
ATM,English,4.7
Bangkok Traffic (Love) Story,Thai,7.2
I Fine... Thank You... Love You,Thai,7
Lovesick,English,8.1
The Debt Collector,English,5.8
Haruko Azumi Is Missing,Japanese,6.2
A Taiwanese Tale of Two Cities,,6.7
Almost Friends,English,5.9
Winchester,English,5.5
The Hollars,English,6.6
Killing Gunther,"English, German, Spanish",4.8
Acts of Violence,English,5.3
The Official Story,"Spanish, English",7.7
Taj Mahal,"French, English",5.3
The Werewolf Game: Mad Land,Japanese,6.1
Monster,Korean,7.7
Florence Foster Jenkins,"English, German, Italian, Russian",6.8
Bitter Sweet,Japanese,6
Mountain,English,7.2
Ultimate Beastmaster Australia,"English, Spanish, Korean, Japanese, German, Portuguese",7.3
Barça Dreams,"Spanish, Catalan, English",7.3
Carbon,Hindi,6.5
Pee Mak,Thai,7.3
​​Kuch Bheege Alfaaz,Hindi,7.5
Love and Shukla,Hindi,7.4
Sparring,French,6.4
Once Again,Hindi,7
Garbage,"English, Hindi",3.3
Mini Force New Heroes Rise,,4.6
The Promise,Thai,6
Hope Aur Hum,Hindi,6.2
Ultimate Beastmaster Great Britain,"English, Spanish, Korean, Japanese, German, Portuguese",7.3
The Laws of Thermodynamics,"Spanish, English",6.1
Inside the Criminal Mind,English,5.4
Paradise PD,English,6.9
Naam Shabana,Hindi,6.3
Spyder,"Telugu, Tamil",6.6
Qarib Qarib Singlle,Hindi,7.1
A Journey Through Time with Anthony,Mandarin,5.2
Loving,English,7
The After Party,,5.8
Bert Kreischer: Secret Time,English,7.4
The Innocents,English,6.3
GHOUL,Japanese,6.9
Take My Brother Away,Mandarin,7
Ossans Love (2016),Japanese,7.3
Justice League,"English, Irish, Russian, Icelandic",6.3
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,English,6.8
One Last Shot,English,6.8
Great News,English,7
Deadwind,"Finnish, German, English",7.2
Follow This,English,4.9
The Dead Pool,English,6.3
The Lodgers,English,5.1
Toilet: Ek Prem Katha,Hindi,7.2
Mersal,Tamil,7.6
Pad Man,Hindi,7.9
Mom,Hindi,7.3
Bareilly Ki Barfi,Hindi,7.5
Gintama,Japanese,6.2
Jigsaw,English,5.8
Peter Rabbit,English,6.6
Resident Evil: The Final Chapter,English,5.5
Den of Thieves,"English, Polynesian, Spanish",7
Big Fish and Begonia,Mandarin,7.1
To All the Boys I’ve Loved Before,English,7.1
Stay Here,English,7.5
Magic for Humans,English,7.2
Disenchantment,English,7.2
Party Monster: Scratching the Surface,,7
The Motive,"Spanish, English",6.5
Ultraviolet,Polish,7
Are You Ready? Hey You Girl!,Japanese,6.6
Paris Express,French,5.8
"Look Out, Officer",Cantonese,5.9
"My Schoolmate, the Barbarian",Cantonese,5.8
Opium and the Kung Fu Master,"Cantonese, Mandarin",6.5
Shark Busters,"Cantonese, Mandarin",6.2
The Young Vagabond,"Cantonese, Mandarin",5.6
Bhavesh Joshi Superhero,Hindi,7.6
Mahjong Heroes,Cantonese,5.4
Lifeline,"Cantonese, English",6.6
The Bare-Footed Kid,Cantonese,6.5
The Mad Monk,Cantonese,6.2
Loving You,Cantonese,6.4
Mr. Virgin,"Cantonese, Mandarin",5.4
Love on Delivery,Cantonese,6.9
Painted Faces,"Cantonese, English",7.1
Hostiles,"English, Cheyenne, French",7.2
All Out!!,English,2.7
Un Prince (Presque) Charmant,French,5.6
Week End Break,French,5.6
Chouchou,French,4.6
Hurricane Bianca: From Russia With Hate,English,4.8
For Here or to Go?,English,6.8
Whats Your Raashee?,Hindi,4.6
Marriage Contract,Korean,7.6
The Worst Christmas of My Life,Italian,5.4
The Commuter,"English, Spanish",6.3
The Guernsey Literary and Potato Peel Pie Society,"English, German, French",7.4
Boo 2! A Madea Halloween,English,3.8
Demetri Martin: The Overthinker,English,7.2
All About the Washingtons,English,4.3
The House of Flowers,Spanish,7.7
72 Dangerous Animals: Asia,,6.6
Ponysitters Club,English,7
Afflicted,English,4.9
Million Pound Menu,English,6.6
Zion,English,7.2
Insatiable,English,6.5
The Package,English,5.5
Camino a marte,Spanish,5.6
Doctor Prisoner,Korean,7.7
The Chef in a Truck,"French, English",8
Père Fils Thérapie!,French,5.1
Overnight Republic,Turkish,5.9
Si Doel the Movie 3,Indonesian,6.6
D@bbe: Demon Possession,Turkish,5.8
No Longer kids,Arabic,9
The Married Couples,Arabic,8.1
The School of Mischief ,,6.3
My Horrible Grandma,Arabic,5.3
The Student Cop,Arabic,6.2
Andaleeb El Dokki,Arabic,4.9
i-Mania,Turkish,3.3
"Sí, Mi Amor","Spanish, English",3.9
Crisálida,"Portuguese, Brazilian Sign Language",8.2
Reflexões de um Liquidificador,Portuguese,7.1
The Beach Loafer,Arabic,4.7
Either Me Or My Auntie,Arabic,5.3
The Stand-In Thief,Japanese,5.3
Thibaan × BNK48,Thai,5.2
Re:ZERO -Starting Life in Another World-,Japanese,8.1
Maurício Meirelles: Generating Chaos,Portuguese,6.6
Akbar Birbal,Hindi,7.3
Comidark Films,Turkish,6.4
Pokémon: Mewtwo Strikes Back - Evolution,"Japanese, English",5.7
Actually Quite a Lot,Afrikaans,6.8
Dark Blue Kiss,Thai,7.9
Porno para principiantes,Spanish,5.3
Víkend,Czech,5
Darwin’s Game,Japanese,7.4
Jeff Dunham: Unhinged in Hollywood,English,6.7
Eureka Seven Hi-Evolution: Anemone,Japanese,7.6
The Moment,English,5.1
"Sincerely Yours, Dhaka",Bengali,6.9
"Secluded, Near Woods",Czech,7.8
Brothers Friend,"English, Japanese, Italian, Spanish",7.1
The Prince of Tennis ~ Match! Tennis Juniors ~,Chinese,7.9
The Reunion 3,Danish,5.1
Ein Fall für TKKG,German,5.6
"Sonora, The Devil’s Highway","Spanish, English, Cantonese, Mandarin",6.3
In Heaven as It Is on Earth,Polish,6.9
Carta Para Além dos Muros,Portuguese,8.4
Moomins and the Winter Wonderland,"Finnish, English",5.5
Fast Color,English,6.1
Fadily Camara : La plus drôle de tes copines,French,5.6
At the Dolphin Bay,"Mandarin, English",7.2
La Robe De Mariee Des Cieux,Mandarin,6.2
Teddy Bear,"Polish, English",8.2
Zoé: Panoramas,"Spanish, English",6.9
Cold Pursuit,"English, Vietnamese, Shoshoni",6.2
Touch Your Heart,Korean,7.7
Her Private Life,Korean,7.7
Hotel Del Luna,Korean,8.3
He is psychometric,Korean,7.8
Search WWW,Korean,7.9
The Intruder,English,5.6
Wyatt Earp,"English, Spanish",6.7
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,English,7.2
Monzón: A Knockout Blow,Spanish,7.9
Drug Squad: Costa del Sol,Spanish,6.8
"Love, Surreal and Odd",Turkish,5.6
Verses of Love 2,Indonesian,5.6
Desperate Ladies Act Desperately,Czech,2.6
Two Brides and One Wedding,Czech,4.9
Love Destiny,Thai,8
El Dragón: Return of a Warrior,"Spanish, English, Japanese",7
Brother in Love,Turkish,7.1
Nikki Glaser: Bangin’,English,5.9
My Dad and Mr. Ito,Japanese,6.7
Doctor X Surgeon Michiko Daimon,Japanese,7.7
Notes for a heist film,Spanish,6.6
Fleet of Time,Mandarin,5.6
"¡Ay, mi madre!",Spanish,3.8
Parchís: the Documentary,Spanish,6.7
Astra Lost in Space,Japanese,8
"River, el más grande siempre",Spanish,7.3
Drunk History - Pół litra historii,Polish,6.9
An Upper Egyptian,Arabic,3.1
Unruly Friends,Arabic,5.5
Dongju: The Portrait of a Poet,"Korean, Japanese",6.3
The Alcàsser Murders,Spanish,7.1
From Japan to Egypt,Arabic,5.4
Miranda Sings Live…Your Welcome,English,5.6
Karlsson på taket,Swedish,6.1
Pokémon the Movie: I Choose You!,"Japanese, English",6.3
Javier Guzman - Ga-Bie-Jer,Dutch,6.5
Taste of Love,French,5.8
Rayen Panday - Niet Verder Vertellen,Dutch,6.5
Patrick Laureij - Dekking Hoog,Dutch,7.3
I Hear You,,7.3
The Bulbuls Nest,English,6.6
In the Bosom of a Thorn,Arabic,7.2
Hamzas Suitcase,"Arabic, Hebrew",8.1
The Outsiders,English,7.1
The Consuls Son,English,9.1
De Fabeltjeskrant,Dutch,7.4
May You Prosper,Arabic,3.5
The Creative Brain,English,6.3
Midnight Misadventures With Mallika Dua,English,3
Stay Tuned!,English,6.3
Stupid Cupid,English,7.4
I See You,English,6.8
2 Weeks,Korean,8
Desaparecidos,Portuguese,3
Kiss The Series,Thai,7.1
Roonpi Secret Love,Thai,6.9
The Confrontation,"Hungarian, Hebrew, Italian",6.6
The Terminal,"English, Bulgarian, Spanish, Russian, Mandarin, German, French",7.4
Peasants Rebellion,Arabic,8.6
The Land of Hypocrisy,Arabic,6.7
Haunted School,Japanese,6.1
This Evening,English,6.4
My Pride,Turkish,6
Perfect Match,"English, Italian",6.1
Lavender,English,5.4
See You in Time,,7.3
Inst@famous,English,4.1
Gina Yashere: Laughing to America,English,7
Sam Kinison: Live in Vegas,English,4.6
The Master,"English, Filipino",7.2
Demons Path,"Polish, English, Yiddish, Russian",6.1
Ascharyachakit!,Hindi,4.9
Inside the Real Narcos,,7.6
Little Singham,Hindi,4.1
Bangkok Love Stories: Hey You!,,7
Bangkok Love Stories: Innocence,Thai,6.8
Hinomaru Sumo,"Japanese, English",7.2
Até que a morte nos separe,Portuguese,7.2
The Sound of Your Heart: Reboot,Korean,5.7
Santo Cachón,Spanish,4.7
How to Get Over a Breakup,Spanish,6.2
Distorted,English,4.6
Ingress: The Animation,"English, Japanese",6.6
Dr. Romantic,Korean,8.3
ReMastered: Who Shot the Sheriff,English,6.9
Love for Sale,Portuguese,7.2
Radiant,Japanese,6.8
The Bride of Habaek,Korean,6.9
Ordinary Heroes,Cantonese,6.9
Paprika,"Japanese, English",7.7
Paradise Lost,Portuguese,7
Undercover Law,Spanish,7.3
Cathedral of the Sea,Spanish,7.5
Prince Charming,English,6.1
Fast Life,"English, Spanish",5.7
Nuestra Lucha Libre,Spanish,7.4
The Creative Indians,English,8.4
Main aurr Mrs. Khanna,Hindi,3.5
Mohenjo Daro,Hindi,5.7
Joker,Hindi,2.4
7 Khoon Maaf,"Hindi, English, Urdu, Russian",6.1
Fiza,"Hindi, Urdu",6.1
Chillar Party,"Hindi, Marathi, English",7.4
Haider,Hindi,8.1
Fitoor,"Hindi, Urdu",5.4
Forever Chape,"Spanish, Portuguese",7.2
On the Wrong Track,"Cantonese, Mandarin, English",5.3
The Bride,Russian,4.6
Switched,Japanese,7.2
Single White Female,English,6.4
Becoming Champions,English,6.7
Casual Sex?,English,5.1
Granblue Fantasy: The Animation,Japanese,6.4
Restaurant to Another World,"Japanese, English",7.3
Neko Ninja,Japanese,6.8
Yu Yu Hakusho: Ghost Files,Japanese,8.5
Assassination Classroom: 365 Days,Japanese,5.6
Little Dragon Maiden,"Cantonese, Mandarin",6
Lechmi,Malayalam,4.9
Melle,Malayalam,6.2
Regal Academy,"Italian, English",5.5
Oru Vishsheshapetta Biryani Kissa,Malayalam,5.5
QB1: Beyond the Lights,English,7.8
Minnaminugu the FireFly,Malayalam,7.8
History of Joy,Malayalam,5.1
Rangreza,Urdu,8
Invisible,Spanish,6
League of Gods,Mandarin,4.6
Edge of Fear,"English, Chinese",4.4
Mythily Veendum Varunnu,Malayalam,2.3
Sudani from Nigeria,Malayalam,8.2
Casino Tycoon,Cantonese,6
Love In The Buff,"Cantonese, Mandarin",6.8
"Chinese Odyssey (Part I), A",Cantonese,7.7
Election 2,"Mandarin, Cantonese",7.4
Love In A Puff,Cantonese,7.2
"Chinese Odyssey (Part II), A",Cantonese,8
Sachiiro no One Room,Japanese,6.9
The Unborn Child,Thai,4.6
Holy Man 2,Thai,5.1
The House,English,5.6
Mine,English,5.9
Kath and Kimderella,English,5.3
Kath and Kim,English,4.9
The Mansion,"French, English, Spanish",4.6
Da Kath and Kim Code,English,7.4
Love Is Eternal While It Lasts,Italian,6.2
Coco y Raulito: Carrusel de ternura,Spanish,6.6
Cupcake and Dino - General Services,"English, Portuguese",7.6
Extinction,"Russian, Romanian",5.3
Welcome to the Family,Catalan,6.7
The Bleeding Edge,English,7.7
N (Io e Napoleone),"Italian, French",6.3
Tiramisù,"Italian, German",5.2
Lucky and Zorba,"Italian, English",7.1
Non ho sonno,"Italian, English",6.2
The Nutty Professor II: The Klumps,English,4.4
Downsizing,"English, Spanish, Norwegian, French, Korean, Greek, Vietnamese",5.7
Train of the Dead,Thai,3.5
The Holy Man,Thai,6
The Iron Ladies,"Thai, English",6.4
The Iron Ladies 2,"Thai, English",4.8
My True Friend,Thai,6.6
Oh My Ghost,Thai,4.9
Waterschool,"English, Portuguese, Hindi, Mandarin, German",6.2
Parmanu: The Story of Pokhran,Hindi,7.6
The Warning,Spanish,5.9
Unestate ai Caraibi,Italian,4.5
Tutta colpa di Freud,"Italian, English",6.3
The Bund,Cantonese,8.1
Legendary Weapons of China,"Cantonese, Mandarin",6.9
The Flying Guillotine,Mandarin,6.7
Flying Guillotine 2,Mandarin,6.4
The Devil and Father Amorth,"English, Italian",4.6
One Piece: Adventure on Nejimaki Island,Japanese,6.9
One Piece Film: Gold,Japanese,7.2
"One Piece: Episode of Chopper: Bloom in the Winter, Miracle Sakura",Japanese,7.1
One Piece Film Z,Japanese,7.9
One Piece: The Movie,Japanese,6.7
One Piece Film: Strong World,Japanese,7.6
One Piece The Movie: Dead End no Boken,"Italian, Japanese",7.3
One Piece: Episode of Alabasta,Japanese,7
One Piece: The Cursed Holy Sword,"Italian, Japanese",6.8
One Piece: Baron Omatsuri and the Secret Island,Japanese,7.2
One Piece: Choppers Kingdom on the Island of Strange Animals,"Italian, Japanese",6.5
Geostorm,"English, Cantonese, Russian, Hindi, Spanish",5.3
The Youngest Son,Italian,5.9
I Feel Pretty,English,5.5
The Solitude of Prime Numbers,"Italian, German, English",6.3
La vita è una cosa meravigliosa,Italian,5.2
La matassa,Italian,6.3
Buona giornata,Italian,4.8
Duck Duck Goose,"English, Mandarin",5.8
Father of the Year,English,5.2
Jimmy: The True Story of a True Idiot,Japanese,6.8
Dark Tourist,English,5.1
Final Space,English,8.3
Underworld: Blood Wars,"English, Saami",5.8
The Devil Wears Prada,"English, French",6.9
Independence Day,English,7
Aliens,English,8.3
Alien Resurrection,English,6.2
Taxi 2,"French, Japanese, German",6.5
Sirius the Jaeger,Japanese,6.8
Something About 1%,Korean,7.7
Alien vs. Predator,"English, Italian",5.6
El club de los buenos infieles,Spanish,5.5
Mary and the Witchs Flower,Japanese,6.8
GODZILLA City on the Edge of Battle,Japanese,5.8
Ex – Amici come prima!,Italian,5.4
Notte prima degli esami,Italian,6.3
The Big Dream,Italian,5.7
Che bella giornata,"Italian, Arabic",6.2
Iago,Italian,4.4
Notte prima degli esami - Oggi,Italian,5.2
Men vs. Women,Italian,5.7
Ex,Italian,6.2
El jugador,Spanish,4.2
Qualunquemente,Italian,6.1
A Place Further than the Universe,Japanese,8.2
Mater,Spanish,4.6
Going for Gold,English,4.7
Die Hard 2 (Die Harder),English,7.8
Temporada de Caza,Spanish,6.3
Yuri on Ice,Japanese,8.3
Meteor Garden,Mandarin,7.8
How It Ends,English,5
Jim Jefferies: This Is Me Now,English,7.4
The Epic Tales of Captain Underpants,English,6.7
Romina,Spanish,2.2
Same Kind of Different as Me,English,6.6
Tad the Lost Explorer and the Secret of King Midas (English Version),"English, Spanish",6.2
Daddys Home 2,"English, Spanish",6
Sbirri,Italian,5.8
Game Shakers,English,4.4
Perfetti sconosciuti,Italian,7.8
How NOT to Summon a Demon Lord,Japanese,7.1
American Assassin,"English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",6.2
Ultraman R/B,Japanese,8.3
Mr. Sunshine,"Korean, Japanese, English",8.8
On Children,Mandarin,7.4
Matrimonio al Sud,Italian,3.3
Perez.,Italian,5.8
I soliti idioti,Italian,4.3
Luciano Mellera: Infantiloide,Spanish,8.2
White Fang,"French, English",7
"I, Tonya",English,7.5
The Skin of the Wolf,Spanish,5.8
The Legacy of a Whitetail Deer Hunter,English,5.5
Samantha!,Portuguese,6.5
Questo piccolo grande amore,Italian,4.6
My Little Pony: The Movie,English,6.1
The Frighteners,English,7.1
Matrimonio a Parigi,Italian,3.7
"The Rich, the Pauper and the Butler",Italian,5.4
Andiamo a quel paese,Italian,6
Universitari - Molto più che amici,Italian,3.6
Baciato dalla fortuna,Italian,5
Queen of the Desert,"English, Arabic, Turkish, French",5.7
Sapore di te,Italian,4.6
Shopping King Louis,Korean,7.4
Quo Vado?,"Italian, English, Norwegian",6.6
Good Girls,English,7.8
It May Be Love But It Doesnt Show,Italian,6
Dance Academy: The Comeback,English,7
King of Peking,Mandarin,6.3
Certain Women,English,6.3
Dogtown and Z-Boys,English,7.7
Duck Butter,"English, Catalan, Spanish",5.3
Se sei così ti dico sì,Italian,5.6
Tutto molto bello,Italian,2.7
Soap Opera,Italian,5.7
Fuga di cervelli,Italian,2.8
Faccio un salto allAvana,Italian,5.3
Vacanze ai Caraibi,Italian,3.5
Meester Kikker,"Dutch, German",6.3
Misfit,Dutch,4.4
Booba,None,6.9
Lastman,French,8.7
The Asterisk War,Japanese,6.9
Fate/Grand Order -First Order-,Japanese,5.6
True Lies,"English, French, Arabic, German",7.2
It Takes Two,English,5.9
Fucking Berlin,German,5.3
Pappa ante Portas,German,7.9
A Complicated Story,"Cantonese, Mandarin",5.6
Daffedar,Malayalam,5.8
The Posterist,Chinese,7.5
Someone to Talk To,Mandarin,6.4
Pareeth Pandaari,Malayalam,6.7
Temporary Family,"Cantonese, Mandarin, English",5.5
Deewana Main Deewana,Hindi,2.4
Ice Age,English,7.5
What a Wonderful Family!,Chinese,4.5
Angamaly Diaries,Malayalam,8
Boundless,"Cantonese, Mandarin",7.3
What We Started,English,7.1
Our Shining Days,Mandarin,6.8
Melvin Goes to Dinner,English,6.8
Socha Na Tha,Hindi,7.4
My Birthday Song,Hindi,5.5
Hondros,English,7.6
Kaviyude Osyath,Malayalam,3.8
"We, the Marines",English,5.4
Everybodys Fine,"Mandarin, Shanghainese",5.9
The Feels,English,5.2
Dream Big: Engineering Our World,English,6.4
Secret,"Mandarin, English",7.5
Theeram,Malayalam,6.4
Viswasapoorvam Mansoor,Malayalam,5.9
Chalte Chalte,Hindi,6.6
Cherry Returns,Cantonese,4.8
Sweet Virginia,English,6.2
Ma Chu Ka,Malayalam,5.8
Cappuccino,Malayalam,3.7
Peter Rabbit,English,5.5
Ice Age: Dawn of the Dinosaurs,English,6.9
Namastey London,"Hindi, German, Italian",7.1
Tum Milo Toh Sahi,"Hindi, Gujarati, Tamil, English",5.6
Anthony Kaun Hai?,Hindi,5.2
Sarvopari Palakkaran,Malayalam,5
I Am Kalam,Hindi,8
Zoo,English,5.6
Chicken Kokkachi,Malayalam,4.7
Paulettante Veedu,Malayalam,3.3
Somewhere Between,English,6.2
Suburbicon,English,5.7
Villaviciosa,Spanish,4.6
Recovery Boys,English,6.6
Kiss Me First,English,6.3
Loving Pablo,"English, Spanish",6.3
Nothing to Lose,Portuguese,5.4
Jani Dueñas: Grandes fracasos de ayer y hoy,Spanish,4.8
The Forest,French,7.3
Harvey Street Kids,English,6.4
Churchill’s Secret Agents: The New Recruits,English,7.7
TAU,English,5.8
Calibre,English,6.8
Penalty Kick,Spanish,3.5
Birthmarked,English,5.7
Along with the Gods: The Two Worlds,Korean,7.3
Secret City,"English, Mandarin",7.4
W. Kamau Bell: Private School Negro,English,6.4
Dream High,Korean,7.6
Nice Guy,English,6.4
Dream High 2,Korean,7.6
Hotel Transylvania,English,5.4
The Limehouse Golem,"English, Irish, Chinese, Hebrew, Yiddish",6.3
BAKI,Japanese,6.7
"To Each, Her Own",French,5.3
Lu Over the Wall,Japanese,6.8
Life Sentence,English,6.6
In Darkness,"English, Serbo-Croatian, Russian",5.8
Derren Brown: Miracle,English,7.8
Brain on Fire,English,6.6
Cooking on High,English,4.9
Full House,Korean,7.9
Us and Them,Mandarin,7.4
It,"English, Hebrew",7.3
The LEGO Ninjago Movie,English,6
Who Are You: School 2015,Korean,7.7
Hannah Gadsby: Nanette,English,8.3
Cinderella and the Four Knights,Korean,7.4
Unsolved,English,7.9
Club de Cuervos Presents: The Ballad of Hugo Sánchez,Spanish,6.5
Passengers,"English, Spanish, Japanese, French",7
Beirut,"English, Arabic, French",6.4
Kurokos Basketball: Last Game,Japanese,7.9
Hajime No Ippo: Rising,Japanese,8.7
Maktub,Hebrew,7.4
Sundays Illness,"Spanish, French",6.9
Set It Up,English,6.5
Sweet Country,"English, Aboriginal",6.9
Kein Bund fürs Leben,"German, English",5
Lust Stories,"Hindi, English",6.5
Hotel Lux,"German, Russian, English",6
The last hour,Spanish,6.3
Pacificum: Return to the Ocean,Spanish,6.6
Marlon,English,7
Borges,Portuguese,5.9
Dunkirk,"English, French, German",7.8
An Officer and a Gentleman,"English, Filipino",7
Champions,English,6.1
Franco Escamilla: Por la anécdota,Spanish,6.9
All I See Is You,English,5.4
Alis Wedding,"English, Arabic, Persian",6.9
The Hollow,English,7.2
